avg_wait,renege_rate,staffing_cost,avg_tellers,served,total_cost
0.0,0.0,474.5,9.49,1089,474.5
0.0,0.0,464.0,9.28,1278,464.0
0.0,0.0,479.5,9.59,1092,479.5
0.0,0.0,480.0,9.6,1091,480.0
0.075,0.5,486.0,9.72,1069,486.375
0.0,0.0,450.5,9.01,1278,450.5
0.0,0.0,440.5,8.81,1089,440.5
0.0,0.0,474.5,9.49,1244,474.5
0.0,0.0,482.0,9.64,1076,482.0
0.0,0.0,483.5,9.67,1286,483.5
0.0,0.0,482.5,9.65,1133,482.5
0.0,0.0,473.0,9.46,1299,473.0
0.0,0.0,457.5,9.15,1283,457.5
0.0,0.0,458.0,9.16,1084,458.0
0.0,0.0,484.0,9.68,1323,484.0
0.0,0.0,483.0,9.66,1081,483.0
0.0,0.0,475.5,9.51,1085,475.5
0.0,0.0,475.0,9.5,1109,475.0
0.0,0.0,457.0,9.14,1083,457.0
0.0,0.0,488.0,9.76,1275,488.0
0.0,0.0,447.5,8.95,1118,447.5
0.0,0.0,478.0,9.56,1109,478.0
0.0,0.0,472.0,9.44,1031,472.0
0.0,0.0,486.0,9.72,1090,486.0
0.0,0.0,484.5,9.69,1098,484.5
0.0,0.0,485.5,9.71,1081,485.5
0.0,0.0,459.5,9.19,1098,459.5
0.0,0.0,489.0,9.78,1118,489.0
0.0,0.0,487.0,9.74,1098,487.0
0.0,0.0,489.0,9.78,1078,489.0
0.0,0.0,485.0,9.7,1280,485.0
0.0,0.0,475.5,9.51,1073,475.5
0.0,0.0,478.5,9.57,1260,478.5
0.0,0.0,485.0,9.7,1095,485.0
0.0,0.0,470.5,9.41,1059,470.5
0.0,0.0,475.0,9.5,1088,475.0
0.0,0.0,469.5,9.39,1097,469.5
0.0,0.0,484.5,9.69,1082,484.5
0.0,0.0,480.5,9.61,1080,480.5
0.0,0.0,487.5,9.75,1290,487.5
0.0,0.0,477.0,9.54,1096,477.0
0.0,0.0,470.5,9.41,1105,470.5
0.0,0.0,489.0,9.78,1085,489.0
0.0,0.0,474.0,9.48,1072,474.0
0.0,0.0,468.0,9.36,1100,468.0
0.0,0.0,484.5,9.69,1063,484.5
0.0,0.0,487.0,9.74,1088,487.0
0.0,0.0,489.0,9.78,1293,489.0
0.0,0.0,469.0,9.38,1089,469.0
0.0,0.0,488.0,9.76,1080,488.0
0.0,0.0,485.5,9.71,1082,485.5
0.0,0.0,487.5,9.75,1116,487.5
0.0,0.0,477.5,9.55,1064,477.5
0.0,0.0,485.0,9.7,1098,485.0
0.1,0.5,479.0,9.58,1101,479.5
0.0,0.0,487.5,9.75,1091,487.5
0.0,0.0,486.0,9.72,1270,486.0
0.0,0.0,478.0,9.56,1088,478.0
0.0,0.0,481.0,9.62,1115,481.0
0.0,0.0,489.5,9.79,1275,489.5
0.0,0.0,474.0,9.48,1098,474.0
3.345,5.300000000000001,484.5,9.69,1143,501.225
0.0,0.0,488.5,9.77,1128,488.5
0.0,0.0,481.5,9.63,1091,481.5
0.0,0.0,484.0,9.68,1092,484.0
0.0,0.0,465.0,9.3,1092,465.0
0.1,0.5,398.0,7.96,1011,398.5
0.0,0.0,471.0,9.42,1038,471.0
3.52,5.2,459.5,9.19,1122,477.1
0.0,0.0,463.5,9.27,1095,463.5
0.0,0.0,472.0,9.44,1296,472.0
0.0,0.0,469.5,9.39,1099,469.5
0.0,0.0,489.0,9.78,1082,489.0
0.0,0.0,489.5,9.79,1073,489.5
0.0,0.0,484.0,9.68,1067,484.0
2.4,4.4,461.0,9.22,1076,473.0
0.0,0.0,458.5,9.17,1122,458.5
0.0,0.0,488.0,9.76,1124,488.0
0.0,0.0,406.5,8.13,1076,406.5
0.0,0.0,462.0,9.24,1097,462.0
0.0,0.0,489.5,9.79,1099,489.5
