avg_wait,renege_rate,staffing_cost,avg_tellers,served,total_cost
0.0,0.0,389.5,7.79,1090,389.5
0.175,1.0,308.0,6.16,1096,308.875
0.0,0.0,380.5,7.61,1113,380.5
0.0,0.0,383.5,7.67,1294,383.5
0.0,0.0,423.0,8.46,1287,423.0
0.0,0.0,372.5,7.45,1103,372.5
0.0,0.0,444.0,8.88,1103,444.0
0.0,0.0,397.0,7.94,1085,397.0
0.03,0.2,260.0,5.2,1061,260.15
0.0,0.0,390.0,7.8,1089,390.0
0.0,0.0,423.0,8.46,1110,423.0
0.0,0.0,364.0,7.28,1059,364.0
0.0,0.0,388.0,7.76,1092,388.0
0.0,0.0,402.0,8.04,1070,402.0
0.0,0.0,405.0,8.1,1077,405.0
0.0,0.0,283.5,5.67,1106,283.5
0.2625,1.583333333333333,219.0,4.38,1068,220.3125
0.0,0.0,367.0,7.34,1074,367.0
0.0,0.0,396.0,7.92,1095,396.0
0.05892857142857142,0.3928571428571429,339.0,6.78,1336,339.29464285714283
0.45,1.6666666666666667,215.0,4.3,1085,217.25
0.0,0.0,428.5,8.57,1084,428.5
0.075,0.5,354.5,7.09,1273,354.875
0.04285714285714286,0.2857142857142857,354.5,7.09,1304,354.7142857142857
0.0,0.0,408.0,8.16,1329,408.0
0.0,0.0,417.0,8.34,1118,417.0
0.0,0.0,418.0,8.36,1088,418.0
0.0,0.0,408.5,8.17,1273,408.5
0.0,0.0,434.0,8.68,1125,434.0
0.0,0.0,429.5,8.59,1280,429.5
0.0,0.0,351.0,7.02,1254,351.0
0.0,0.0,421.0,8.42,1111,421.0
0.0,0.0,412.5,8.25,1052,412.5
0.0,0.0,410.5,8.21,1097,410.5
0.1,0.5,434.5,8.69,1048,435.0
0.0,0.0,416.5,8.33,1311,416.5
0.1,0.5,336.0,6.72,1277,336.5
0.0,0.0,365.0,7.3,1119,365.0
0.0,0.0,333.0,6.66,1091,333.0
0.0,0.0,382.5,7.65,1092,382.5
0.30357142857142855,1.6666666666666667,283.0,5.66,1272,284.51785714285717
0.0,0.0,356.0,7.12,1098,356.0
0.3125,1.25,238.0,4.76,1079,239.5625
0.02142857142857143,0.14285714285714285,326.5,6.53,1046,326.60714285714283
0.0,0.0,374.0,7.48,1301,374.0
0.02142857142857143,0.14285714285714285,368.0,7.36,1292,368.10714285714283
0.0,0.0,296.5,5.93,1089,296.5
0.0375,0.25,328.0,6.56,1094,328.1875
0.02142857142857143,0.14285714285714285,357.0,7.14,1099,357.10714285714283
0.0,0.0,301.5,6.03,1059,301.5
0.3723214285714285,1.6666666666666667,353.5,7.07,1101,355.36160714285717
0.0,0.0,466.5,9.33,1280,466.5
0.1607142857142857,1.0,273.0,5.46,1085,273.80357142857144
0.1,0.5,260.5,5.21,1079,261.0
0.15410714285714286,1.0273809523809523,325.5,6.51,1277,326.2705357142857
0.42398809523809516,2.011111111111111,267.0,5.34,1079,269.1199404761905
0.0,0.0,304.5,6.09,1115,304.5
0.3269642857142857,1.775,385.5,7.71,1112,387.13482142857146
0.0,0.0,357.0,7.14,1269,357.0
5.87,6.333333333333332,322.5,6.45,1076,351.85
0.06428571428571428,0.4285714285714285,376.0,7.52,1104,376.32142857142856
0.0,0.0,259.5,5.19,1078,259.5
0.0,0.0,406.5,8.13,1105,406.5
0.0,0.0,251.0,5.02,1153,251.0
0.0,0.0,384.0,7.68,1127,384.0
0.0,0.0,405.0,8.1,1249,405.0
0.0,0.0,452.0,9.04,1264,452.0
0.0,0.0,396.5,7.93,1100,396.5
0.14642857142857144,0.8095238095238094,395.0,7.9,1107,395.73214285714283
0.05,0.3333333333333333,290.5,5.81,1273,290.75
0.0,0.0,396.0,7.92,1252,396.0
0.0,0.0,400.0,8.0,1264,400.0
0.0,0.0,438.0,8.76,1112,438.0
0.0,0.0,415.0,8.3,1132,415.0
0.0,0.0,227.0,4.54,1095,227.0
0.01875,0.125,288.5,5.77,1234,288.59375
7.910059523809524,6.5,408.5,8.17,1090,448.0502976190476
0.10178571428571427,0.6785714285714286,316.5,6.33,1086,317.00892857142856
0.0,0.0,335.0,6.7,1088,335.0
0.0,0.0,418.5,8.37,1268,418.5
0.1,0.5,441.5,8.83,1067,442.0
0.31875,1.5,374.0,7.48,1138,375.59375
31.548630952380954,16.8,344.0,6.88,1278,501.74315476190475
1.147202380952381,3.4000000000000004,304.0,6.08,1081,309.7360119047619
0.0,0.0,344.0,6.88,1073,344.0
0.0,0.0,451.5,9.03,1276,451.5
0.0,0.0,445.5,8.91,1127,445.5
0.0,0.0,353.5,7.07,1089,353.5
0.8642857142857143,2.5,343.0,6.86,1264,347.32142857142856
0.05,0.3333333333333333,403.5,8.07,1076,403.75
